DATE,all_time_change
2016/7/5 17:00,-15.49
2016/7/6 17:00,-20.26
2016/7/7 17:00,-20.26
2016/7/8 17:00,-19.78
2016/7/9 17:00,-20.01
2016/7/10 17:00,-20.21
2016/7/11 17:00,-20.33
2016/7/12 17:00,-19.7
2016/7/13 17:00,-18.87
2016/7/14 17:00,-18.95
2016/7/15 17:00,-19.08
2016/7/16 17:00,-19.23
2016/7/17 17:00,-19.34
2016/7/18 17:00,-18.79
2016/7/19 17:00,-18.14
2016/7/20 17:00,-17.94
2016/7/21 17:00,-16.52
2016/7/22 17:00,-16.81
2016/7/23 17:00,-15.22
2016/7/24 17:00,-13.49
2016/7/25 17:00,-13.79
2016/7/26 17:00,-14.66
2016/7/27 17:00,-14.77
2016/7/28 17:00,-14.38
2016/7/29 17:00,-10.4
2016/7/30 17:00,-9.93
2016/7/31 17:00,-10.32
2016/8/1 17:00,-11.18
2016/8/2 17:00,-9.54
2016/8/3 17:00,-10.12
2016/8/4 17:00,-10.04
2016/8/5 17:00,-8.37
2016/8/6 17:00,-6.71
2016/8/7 17:00,0.19
2016/8/8 17:00,-2.08
2016/8/9 17:00,-2.84
2016/8/10 17:00,-2.03
2016/8/11 17:00,-2.77
2016/8/12 17:00,-3.04
2016/8/13 17:00,-3.64
2016/8/14 17:00,-3.45
2016/8/15 17:00,-3.99
2016/8/16 17:00,-4.85
2016/8/17 17:00,-5.4
2016/8/18 17:00,-5.95
2016/8/19 17:00,-5.39
2016/8/20 17:00,-5.79
2016/8/21 17:00,-5.73
2016/8/22 17:00,-5.55
2016/8/23 17:00,-5.99
2016/8/24 17:00,-6.35
2016/8/25 17:00,-5.99
2016/8/26 17:00,-5.9
2016/8/27 17:00,-6.19
2016/8/28 17:00,-6.71
2016/8/29 17:00,-7.58
2016/8/30 17:00,-7.89
2016/8/31 17:00,-8
2016/9/1 17:00,-8.02
2016/9/2 17:00,-8.76
2016/9/3 17:00,-8.4
2016/9/4 17:00,-8.55
2016/9/5 17:00,-8.08
2016/9/6 17:00,-7.9
2016/9/7 17:00,-8.28
2016/9/8 17:00,-8.61
2016/9/9 17:00,-8.64
2016/9/10 17:00,-8.93
2016/9/12 17:00,-9.47
2016/9/13 17:00,-9.43
2016/9/14 17:00,-9.54
2016/9/16 17:00,-9.31
2016/9/18 17:00,-9.25
2016/9/19 17:00,-9.33
2016/9/21 17:00,-9.51
2016/9/22 17:00,-9.3
2016/9/23 17:00,-9.38
2016/9/24 17:00,-9.38
2016/9/25 17:00,-9.52
2016/9/26 17:00,-9.59
2016/9/27 17:00,-9.66
2016/9/28 17:00,-9.8
2016/9/29 17:00,-9.92
2016/9/30 17:00,-10.07
2016/10/1 17:00,-10.26
2016/10/2 17:00,-9.84
2016/10/3 17:00,-9.85
2016/10/4 17:00,-9.92
2016/10/5 17:00,-9.96
2016/10/6 17:00,-9.8
2016/10/7 17:00,-9.85
2016/10/8 17:00,-9.39
2016/10/9 17:00,-9.4
2016/10/10 17:00,-9.64
2016/10/11 17:00,-9.68
2016/10/12 17:00,-9.6
2016/10/13 17:00,-10.63
2016/10/14 17:00,-10.6
2016/10/15 17:00,-10.16
2016/10/16 17:00,-10.21
2016/10/17 17:00,-10.27
2016/10/18 17:00,-10.71
2016/10/19 17:00,-10.07
2016/10/20 17:00,-9.44
2016/10/21 17:00,-9.09
2016/10/22 17:00,-9.27
2016/10/23 17:00,-9.29
2016/10/24 17:00,-9.38
2016/10/25 17:00,-8.78
2016/10/26 17:00,-8.76
2016/10/27 17:00,-8.33
2016/10/28 17:00,-8.16
2016/10/29 17:00,-8.49
2016/10/30 17:00,-9.04
2016/10/31 17:00,-9.4
2016/11/1 17:00,-9.81
2016/11/2 17:00,-8.93
2016/11/3 17:00,-9.43
2016/11/4 17:00,-9.51
2016/11/5 17:00,-10.45
